T_K,Z_iso,Z_soc,Z_cfs,U_iso_eV,F_iso_eV,S_iso_eV_perK,U_soc_eV,F_soc_eV,S_soc_eV_perK,U_cfs_eV,F_cfs_eV,S_cfs_eV_perK,U_iso_J,F_iso_J,S_iso_J_perK,U_soc_J,F_soc_J,S_soc_J_perK,U_cfs_J,F_cfs_J,S_cfs_J_perK
838.1909547738693,14.0,6.165782309518332,6.087811628942257,0.0,-0.1906183401709159,0.00022741636507201597,0.007528492628335955,-0.13138692392317727,0.00016573242142536653,0.03695374903956785,-0.13046770372951058,0.00019974142146910438,0.0,-3.05404250633705e-20,3.643611863075977e-23,1.2061974978361112e-21,-2.1050505952285024e-20,2.655326131039632e-23,5.9206433249895546e-21,-2.0903230640705648e-20,3.2002103831974495e-23
846.7336683417085,14.0,6.172394566863379,6.119490142604814,0.0,-0.1925610930383653,0.000227416365072016,0.00782038124731806,-0.1328042068062567,0.00016607889034220405,0.03736111630391509,-0.13217611097723,0.00020022497465250965,0.0,-3.085168838835689e-20,3.6436118630759776e-23,1.2529632103424769e-21,-2.1277579704188826e-20,2.6608771750692754e-23,5.985910756228919e-21,-2.117694765807088e-20,3.207957759314932e-23
855.2763819095477,14.0,6.179130548247527,6.15103649987047,0.0,-0.19450384590581468,0.000227416365072016,0.008117089146713791,-0.134224458925109,0.000166427544455304,0.03776309532819144,-0.13388860109252113,0.00020069734187850647,0.0,-3.116295171334328e-20,3.6436118630759776e-23,1.3005010566959834e-21,-2.150512918011024e-20,2.6664632298028434e-23,6.050314896234289e-21,-2.145131882293842e-20,3.215525916636527e-23
863.8190954773869,14.0,6.1859886721201605,6.182447988658936,0.0,-0.19644659877326406,0.000227416365072016,0.008418513345870118,-0.13564769824776685,0.000166778220518521,0.03815974505655057,-0.13560507976449718,0.000201158814074395,0.0,-3.147421503832967e-20,3.6436118630759776e-23,1.3487945375770262e-21,-2.1733157258845476e-20,2.6720816797487367e-23,6.113865188900233e-21,-2.172632902503836e-20,3.22291951633146e-23
872.3618090452261,14.0,6.192967318995791,6.213722080883345,0.0,-0.19838935164071345,0.000227416365072016,0.008724549401882312,-0.1370739413610072,0.0001671307584205934,0.03855112593316133,-0.137325455138263,0.00020160967530652907,0.0,-3.178547836331606e-20,3.6436118630759776e-23,1.3978269193874514e-21,-2.1961666597889187e-20,2.677729959641735e-23,6.176571318450253e-21,-2.200196354759402e-20,3.230143109644476e-23
880.9045226130653,14.0,6.20006483489158,6.244856424274772,0.0,-0.20033210450816283,0.000227416365072016,0.009035091609751213,-0.1385032034975956,0.0001674850012912836,0.038937299690103094,-0.13904963775639959,0.00020205020280578457,0.0,-3.209674168830245e-20,3.6436118630759776e-23,1.4475812663192839e-21,-2.2190659637799472e-20,2.683405556143544e-23,6.238443175453862e-21,-2.2278208057946758e-20,3.2372011383038925e-23
889.4472361809045,14.0,6.2072795346246785,6.275848834526098,0.0,-0.2022748573756122,0.000227416365072016,0.009350033194279088,-0.139935498564375,0.0001678407955930631,0.039318329151445196,-0.14077754050074096,0.000202480667010085,0.0,-3.240800501328884e-20,3.6436118630759776e-23,1.4980404710998336e-21,-2.2420138606698218e-20,2.6891060093117586e-23,6.299490825436653e-21,-2.255504859822758e-20,3.244097935202928e-23
897.9899497487437,14.0,6.214609704971113,6.306697287745522,0.0,-0.2042176102430616,0.000227416365072016,0.009669266493734036,-0.14137083917107904,0.00016819799119920426,0.03969427805247172,-0.14250907853457934,0.00020290133162184198,0.0,-3.271926833827523e-20,3.6436118630759776e-23,1.5491872844179778e-21,-2.2650105524887475e-20,2.694828913851027e-23,6.3597244799169215e-21,-2.2832471576097395e-20,3.250837725320005e-23
906.5326633165829,14.0,6.222053607688328,6.337399913209992,0.0,-0.20616036311051097,0.000227416365072016,0.00999268313534052,-0.14280923665975728,0.00016855644145911565,0.040065210873068025,-0.14424416924541772,0.00020331245367837396,0.0,-3.303053166326162e-20,3.6436118630759776e-23,1.601004343040844e-21,-2.2880562209563932e-20,2.7005719201598394e-23,6.4191544697112325e-21,-2.3110463755574966e-20,3.257424626846981e-23
915.0753768844221,14.0,6.229609482403797,6.367954986408849,0.0,-0.20810311597796036,0.000227416365072016,0.010320174202678178,-0.14425070113470734,0.00016891600325172825,0.04043119268433902,-0.1459827321883734,0.00020371428363355173,0.0,-3.334179498824801e-20,3.6436118630759776e-23,1.6534741966340555e-21,-2.3111510279614537e-20,2.70633273518587e-23,6.477791220359971e-21,-2.3389012247969154e-20,3.2638626524972515e-23
923.6180904522613,14.0,6.237275549372373,6.398360922368055,0.0,-0.21004586884540974,0.000227416365072016,0.010651630395092888,-0.14569524149281438,0.00016927653702771244,0.040792289007580855,-0.14772468903032082,0.00020410706544908834,0.0,-3.36530583132344e-20,3.6436118630759776e-23,1.7065793333022013e-21,-2.3342951160477446e-20,2.7121091231023667e-23,6.535645229532109e-21,-2.3668104502929613e-20,3.2701557109683804e-23
932.1608040201005,14.0,6.245050012105298,6.428616269245451,0.0,-0.21198862171285912,0.00022741636507201597,0.010986942179243283,-0.14714286545420655,0.00016963790684127502,0.04114856568477807,-0.14946996349485075,0.00020449103669404925,0.0,-3.396432163822079e-20,3.643611863075977e-23,1.7603022038692627e-21,-2.357488608905355e-20,2.7178989058175955e-23,6.592727046276564e-21,-2.3947728299628285e-20,3.2763076085364227e-23
940.7035175879396,14.0,6.25293105987394,6.45871970218765,0.0,-0.21393137458030848,0.00022741636507201597,0.011325999932922815,-0.14859357959313993,0.0001699999803722569,0.04150008875984594,-0.15121848130810986,0.0002048664286512992,0.0,-3.4275584963207174e-20,3.643611863075977e-23,1.81462524492145e-21,-2.38073161186548e-20,2.723699963328886e-23,6.64904725199512e-21,-2.4227871738081934e-20,3.282322050761397e-23
949.2462311557788,14.0,6.260916870091511,6.4886700174393095,0.0,-0.21587412744775786,0.00022741636507201597,0.01166869408131198,-0.15004738936903347,0.0001703626289392205,0.04184692436988424,-0.1529701701455752,0.00020523346642973233,0.0,-3.4586848288193564e-20,3.643611863075977e-23,1.869530900637215e-21,-2.4040242123976542e-20,2.7295102339323127e-23,6.70461644301937e-21,-2.4508523230624497e-20,3.2882026442854053e-23
957.788944723618,14.0,6.269005610576113,6.518466126695682,0.0,-0.21781688031520724,0.00022741636507201597,0.012014915225827934,-0.15150429915757932,0.000170725727504187,0.0421891386457523,-0.15472495957980822,0.00020559236908125156,0.0,-3.4898111613179954e-20,3.643611863075977e-23,1.9250016434312348e-21,-2.4273664806081945e-20,2.7353277142985955e-23,6.759445214681074e-21,-2.4789671493536316e-20,3.2939528987068524e-23
966.3316582914572,14.0,6.277195441698562,6.548107051689576,0.0,-0.21975963318265662,0.00022741636507201597,0.012364554265749535,-0.15296431228186058,0.00017108915466965374,0.042526797621317364,-0.1564827810292253,0.00020594334972157043,0.0,-3.5209374938166344e-20,3.643611863075977e-23,1.981019993440893e-21,-2.4507584697387623e-20,2.741150459425312e-23,6.813544146772146e-21,-2.5071305538836325e-20,3.2995762285159053e-23
974.8743718592964,14.0,6.285484518418506,6.577591919004033,0.0,-0.221702386050106,0.00022741636507201597,0.012717502512804572,-0.15442743104341244,0.00017145279266849066,0.04285996715076847,-0.1582435677079135,0.00020628661565400886,0.0,-3.5520638263152734e-20,3.643611863075977e-23,2.0375685368851768e-21,-2.4742002166640165e-20,2.746976582475022e-23,6.86692379029688e-21,-2.5353414666241593e-20,3.305075955077916e-23
983.4170854271356,14.0,6.293870992212382,6.606919955102231,0.0,-0.22364513891755539,0.00022741636507201597,0.013073651798913484,-0.15589365675316882,0.00017181652734728862,0.043188712833425534,-0.16000725457651402,0.00020662236849554408,0.0,-3.5831901588139124e-20,3.643611863075977e-23,2.094629943327125e-21,-2.497691742387434e-20,2.752804254508478e-23,6.919594655425031e-21,-2.5635988455298032e-20,3.3104553086529843e-23
991.9597989949748,14.0,6.302353012896811,6.636090481566392,0.0,-0.22558789178500477,0.00022741636507201597,0.01343289457728972,-0.15736298976224053,0.00017218024814370073,0.043513099945509656,-0.16177377829418954,0.0002069508043044587,0.0,-3.6143164913125514e-20,3.643611863075977e-23,2.1521869818718897e-21,-2.5212330525344298e-20,2.7586317041215916e-23,6.971567200560225e-21,-2.5919016757684683e-20,3.3157174304411034e-23
1000.502512562814,14.0,6.310928730351004,6.6651029105376605,0.0,-0.22753064465245418,0.000227416365072016,0.013795124017101519,-0.15883542949247634,0.00017254384805829228,0.043833193378374796,-0.16354307717168726,0.00020727211370900227,0.0,-3.645442823811191e-20,3.6436118630759776e-23,2.210222536333227e-21,-2.5448241378420005e-20,2.7644572169944217e-23,7.022851822443562e-21,-2.620248968969361e-20,3.320865374643545e-23
1009.0452261306532,14.0,6.3195962961417536,6.6939567403491385,0.0,-0.22947339751990356,0.000227416365072016,0.014160234091903093,-0.16031097446676168,0.00017290722362138592,0.04414905758273259,-0.16531509112550277,0.00020758648203654802,0.0,-3.67656915630983e-20,3.6436118630759776e-23,2.2687196194017344e-21,-2.5684649746441615e-20,2.770279135359974e-23,7.073458847217468e-21,-2.6486397624886128e-20,3.3259021105321797e-23
1017.5879396984924,14.0,6.32835386505458,6.7226515513445815,0.0,-0.23141615038735294,0.000227416365072016,0.014528119662045699,-0.1617896223390142,0.0001732702748553626,0.044460756518433266,-0.16708976163314845,0.00020789408944278895,0.0,-3.707695488808469e-20,3.6436118630759776e-23,2.3276613858485595e-21,-2.5921555253525297e-20,2.776095857400197e-23,7.123398522379697e-21,-2.677073118692601e-20,3.3308305245194253e-23
1026.1306532663316,14.0,6.337199596534543,6.751187001875379,0.0,-0.23335890325480232,0.000227416365072016,0.01489867655128026,-0.16327136992383992,0.00017363290523285467,0.04476835360939377,-0.16886703168952383,0.00020819511104057102,0.0,-3.738821821307108e-20,3.6436118630759776e-23,2.3870311447984936e-21,-2.6158957389314665e-20,2.781905836576161e-23,7.172681009562025e-21,-2.705548124258926e-20,3.335653422222383e-23
1034.6733668341708,14.0,6.346131656040194,6.779562824468772,0.0,-0.2353016561222517,0.000227416365072016,0.015271801617763441,-0.16475621322581563,0.00017399502163123964,0.0450719117032911,-0.17064684576438385,0.00020848971702801028,0.0,-3.769948153805747e-20,3.6436118630759776e-23,2.4468123711063982e-21,-2.6396855513672356e-20,2.787707580898967e-23,7.221316378072413e-21,-2.7340638894949764e-20,3.3403735305155e-23
1043.21608040201,14.0,6.355148216314102,6.8077788221604525,0.0,-0.2372444089897011,0.000227416365072016,0.01564739281967892,-0.16624414746836846,0.00017435653428382193,0.045371493035664734,-0.17242914976089752,0.00020877807281558715,0.0,-3.801074486304386e-20,3.6436118630759776e-23,2.506988715870894e-21,-2.663524886130702e-20,2.793499652147594e-23,7.269314599143576e-21,-2.7626195476739667e-20,3.344993499566843e-23
1051.7587939698492,14.0,6.364247458573298,6.835834864984924,0.0,-0.23918716185715047,0.000227416365072016,0.016025349275684327,-0.16773516712222541,0.00017471735672806518,0.045667159198095476,-0.17421389097528678,0.0002090603391519497,0.0,-3.832200818803025e-20,3.6436118630759776e-23,2.567544016119025e-21,-2.6874136546331457e-20,2.799280665039487e-23,7.316685540834675e-21,-2.791214254388279e-20,3.3495159048536913e-23
1060.3015075376884,14.0,6.373427573622952,6.863730886617243,0.0,-0.24112991472459985,0.00022741636507201597,0.016405571320392373,-0.1692292659334094,0.00017507740575121587,0.04595897111015072,-0.1760010180575338,0.00020933667224819533,0.0,-3.863327151301664e-20,3.643611863075977e-23,2.6284623036953184e-21,-2.711351756674807e-20,2.8050492863593526e-23,7.363438963536452e-21,-2.8198471869199267e-20,3.353943249153748e-23
1068.8442211055276,14.0,6.382686762896496,6.891466881159987,0.0,-0.24307266759204924,0.00022741636507201597,0.016787960555092706,-0.17072643695076065,0.00017543660133363808,0.04624698899480688,-0.1777904809731429,0.00020960722390043256,0.0,-3.894453483800303e-20,3.643611863075977e-23,2.68972781338832e-21,-2.735339080885829e-20,2.8108042340512816e-23,7.409584516033472e-21,-2.848517543627911e-20,3.358277964508794e-23
1077.3869346733668,14.0,6.39202323942533,6.919042900069494,0.0,-0.24501542045949862,0.00022741636507201597,0.017172419893917816,-0.17222667255296528,0.00017579486659015736,0.04653127235708001,-0.17958223096594125,0.0002098721416104535,0.0,-3.925579816298942e-20,3.643611863075977e-23,2.7513249903271883e-21,-2.759375505159301e-20,2.8165442762789737e-23,7.45513173208037e-21,-2.8772245433522233e-20,3.362522414158077e-23
1085.929648241206,14.0,6.401435228741207,6.946459049215669,0.0,-0.246958173326948,0.00022741636507201597,0.01755885360565317,-0.1737299644750756,0.0001761521277096947,0.046811879965613395,-0.18137622052190214,0.0002101315687043757,0.0,-3.956706148797581e-20,3.643611863075977e-23,2.8132384966804156e-21,-2.7834608970761617e-20,2.8222682304585676e-23,7.50009002745185e-21,-2.905967424834229e-20,3.366678894439164e-23
1094.4723618090452,14.0,6.410920969714232,6.973715486069839,0.0,-0.24890092619439738,0.00022741636507201597,0.017947167351388175,-0.1752363038345079,0.0001765083138934496,0.04708886983698905,-0.1831724033339724,0.00021038564444913376,0.0,-3.98783248129622e-20,3.643611863075977e-23,2.87545321768818e-21,-2.8075951143217314e-20,2.827974962268225e-23,7.544468697429124e-21,-2.9347454461531425e-20,3.370749636654339e-23
1103.0150753768844,14.0,6.420478715329434,7.000812417015362,0.0,-0.2508436790618468,0.000227416365072016,0.018337268218200236,-0.17674568115650713,0.0001768633572918759,0.04736229922254541,-0.18497073426788566,0.00021063450416672336,0.0,-4.0189588137948595e-20,3.6436118630759776e-23,2.937954267059123e-21,-2.831778005093698e-20,2.8336633846383706e-23,7.588276914687862e-21,-2.963557884178295e-20,3.374736808900998e-23
1111.5577889447236,14.0,6.430106733404661,7.027750094775878,0.0,-0.2527864319292962,0.000227416365072016,0.018729064749060387,-0.17825808639906893,0.0001772171929406769,0.0476322245974995,-0.1867711693289416,0.00021087827934612017,0.0,-4.0500851462934985e-20,3.6436118630759776e-23,3.0007269917617623e-21,-2.856009408501414e-20,2.839332456726223e-23,7.631523727555375e-21,-2.992404034036877e-20,3.378642517864785e-23
1120.1005025125628,14.0,6.439803307252573,7.05452881595631,0.0,-0.25472918479674556,0.000227416365072016,0.019122466969143825,-0.179773508977311,0.00017756975869602742,0.047898701652185446,-0.18857366562973116,0.00021111709775281027,0.0,-4.0812114787921375e-20,3.6436118630759776e-23,3.0637569762399035e-21,-2.880289154956369e-20,2.8449811828779344e-23,7.674218058606872e-21,-3.021283208596841e-20,3.382468810574465e-23
1128.643216080402,14.0,6.449566736289341,7.081148918691887,0.0,-0.25667193766419494,0.000227416365072016,0.01951738640872455,-0.18129193778728905,0.00017792099516921952,0.04816178528523473,-0.1903781813587867,0.0002113510835358872,0.0,-4.1123378112907765e-20,3.6436118630759776e-23,3.1270300460807643e-21,-2.904617066553762e-20,2.850608611581504e-23,7.71636870357281e-21,-3.050194737964624e-20,3.3862176761178053e-23
1137.1859296482412,14.0,6.459395336592612,7.107610780400675,0.0,-0.2586146905316443,0.000227416365072016,0.019913736122828075,-0.1828133612292521,0.0001782708456609101,0.048421529598535955,-0.19218467575013742,0.0002115803573326823,0.0,-4.1434641437894155e-20,3.6436118630759776e-23,3.1905322711636893e-21,-2.928992957445092e-20,2.8562138344133043e-23,7.75798433053137e-21,-3.0791379689973657e-20,3.389891047317941e-23
1145.7286432160804,14.0,6.469287441411202,7.133914815635263,0.0,-0.2605574433990937,0.000227416365072016,0.02031143070781115,-0.18433776723033543,0.0001786192560951367,0.048677987893823396,-0.19399310905374706,0.00021180503637090577,0.0,-4.1745904762880545e-20,3.6436118630759776e-23,3.25424996831651e-21,-2.953416634201743e-20,2.861795984980901e-23,7.799073479361871e-21,-3.108112264829274e-20,3.3934908023698536e-23
1154.2713567839196,14.0,6.479241401628884,7.160061474029397,0.0,-0.2625001962665431,0.000227416365072016,0.020710386315032612,-0.18586514326668901,0.0001789661749532547,0.04893121267075448,-0.1958034425068139,0.00021202523456828953,0.0,-4.2057168087866935e-20,3.6436118630759776e-23,3.3181697035058613e-21,-2.9778878961695155e-20,2.867354237864607e-23,7.839644561436755e-21,-3.137117004411796e-20,3.3970187664368255e-23
1162.8140703517588,14.0,6.48925558618458,7.186051238335604,0.0,-0.26444294913399247,0.000227416365072016,0.021110520661774063,-0.18739547638504214,0.00017931155320793614,0.04918125562634625,-0.19761563830591142,0.00021224106262972893,0.0,-4.2368431412853324e-20,3.6436118630759776e-23,3.3822782935868617e-21,-3.002406535814133e-20,2.87288780756003e-23,7.8797058595313e-21,-3.166151582067266e-20,3.4004767132068225e-23
1171.356783919598,14.0,6.499328382451136,7.211884622549915,0.0,-0.26638570200144185,0.000227416365072016,0.021511753039564038,-0.18892875322370456,0.0001796553442573593,0.04942816765565067,-0.19942965957994788,0.00021245262814193098,0.0,-4.2679694737839714e-20,3.6436118630759776e-23,3.4465628076367976e-21,-3.026972339057716e-20,2.878395947423671e-23,7.919265527931806e-21,-3.1952154070556673e-20,3.403866366408926e-23
1179.8994974874372,14.0,6.509458196574823,7.237562170120008,0.0,-0.26832845486889123,0.000227416365072016,0.02191400432005379,-0.19046496003300695,0.0001799975038597065,0.049671998853556706,-0.20124547036392404,0.00021266003566558207,0.0,-4.2990958062826104e-20,3.6436118630759776e-23,3.511010567896524e-21,-3.051585085606276e-20,2.8838779486234655e-23,7.958331592724334e-21,-3.2243079031541853e-20,3.407189401290022e-23
1188.4422110552764,14.0,6.519643453777589,7.263084452233235,0.0,-0.2702712077363406,0.000227416365072016,0.02231719695858823,-0.1920040826951834,0.00018033799006807844,0.04991279851761621,-0.2030630355734676,0.00021286338682505572,0.0,-4.3302221387812494e-20,3.6436118630759776e-23,3.575609150342592e-21,-3.076244549268266e-20,2.8893331390959935e-23,7.996911952247452e-21,-3.2534285082492055e-20,3.410447446052077e-23
1196.9849246231156,14.0,6.529882598624038,7.28845206618113,0.0,-0.27221396060379,0.000227416365072016,0.0227212549956096,-0.19354610674369999,0.00018067676316592193,0.050150615151797154,-0.20488232098012366,0.0002130627803956853,0.0,-4.3613484712798884e-20,3.6436118630759776e-23,3.640346384912148e-21,-3.100950498264259e-20,2.8947608825119194e-23,8.035014377693575e-21,-3.282576673940421e-20,3.4136420832504024e-23
1205.5276381909548,14.0,6.540174095254994,7.313665633797143,0.0,-0.2741567134712394,0.00022741636507201597,0.02312610405602686,-0.19509101738203438,0.00018101378560306038,0.05038549647107599,-0.20670329318738032,0.00021325831238863197,0.0,-4.3924748037785274e-20,3.643611863075977e-23,3.705210355401886e-21,-3.1257026955278335e-20,2.900160577251089e-23,8.07264651384474e-21,-3.311751865156721e-20,3.4167748511533884e-23
1214.070351758794,14.0,6.550516427589476,7.33872579996447,0.0,-0.27609946633868876,0.00022741636507201597,0.02353167134667838,-0.19663879950191163,0.0001813490219324065,0.05061748940678658,-0.2085259196074093,0.0002134500761333815,0.0,-4.4236011362771664e-20,3.643611863075977e-23,3.770189399061541e-21,-3.1505008989977364e-20,2.905531655388552e-23,8.109815879929597e-21,-3.340953559783536e-20,3.419847245064249e-23
1222.6130653266332,14.0,6.560908099496807,7.363633231191004,0.0,-0.27804221920613814,0.00022741636507201597,0.02393788565201076,-0.1981894377010027,0.00018168243874742984,0.050846640112649846,-0.21035016843850107,0.00021363816235790806,0.0,-4.4547274687758054e-20,3.643611863075977e-23,3.835272105901549e-21,-3.175344861901452e-20,2.910873581692683e-23,8.14652987058947e-21,-3.370181248301307e-20,3.4228607186053864e-23
1231.1557788944724,14.0,6.571347634940505,7.388388614248526,0.0,-0.2799849720735875,0.00022741636507201597,0.024344677328091143,-0.199742916300092,0.00018201400462044263,0.051072993971413766,-0.21217600864317537,0.00021382265926654385,0.0,-4.4858538012744444e-20,3.643611863075977e-23,3.900447317733718e-21,-3.200234333030251e-20,2.916185852636412e-23,8.1827957569422e-21,-3.399434433434776e-20,3.425816684966001e-23
1239.6984924623116,14.0,6.581833578095567,7.4129926548733724,0.0,-0.2819277249410369,0.00022741636507201597,0.024751978295066104,-0.20129921935972186,0.00018234369004176248,0.05129659560203886,-0.21400340992694666,0.00021400365261559838,0.0,-4.5169801337730834e-20,3.643611863075977e-23,3.965704126963007e-21,-3.225169057005868e-20,2.921467995422503e-23,8.218620687733382e-21,-3.4287126298127757e-20,3.428716518113647e-23
1248.2412060301508,14.0,6.592364493440631,7.437446076525986,0.0,-0.2838704778084863,0.00022741636507201597,0.02515972202817497,-0.2028583306963206,0.00018267146735980117,0.05151748886736901,-0.2158323427177268,0.00021418122578677163,0.0,-4.5481064662717224e-20,3.643611863075977e-23,4.031031875147703e-21,-3.2501487745388975e-20,2.926719567023671e-23,8.254011690565375e-21,-3.458015363638219e-20,3.4315615539704375e-23
1256.78391959799,14.0,6.602938965826505,7.461749619206793,0.0,-0.28581323067593567,0.00022741636507201597,0.025567843547420945,-0.20442023389782335,0.0001829973107221256,0.05173571688223231,-0.21766277814584525,0.00021435545985840635,0.0,-4.5792327987703614e-20,3.643611863075977e-23,4.096420151344551e-21,-3.275173222679073e-20,2.931940153238273e-23,8.288975673195193e-21,-3.487342172367991e-20,3.434353091554636e-23
1265.3266331658292,14.0,6.613555600522423,7.485904038325988,0.0,-0.28775598354338505,0.00022741636507201597,0.025976279405998774,-0.20598491233879374,0.00018332119601752864,0.051951322021920834,-0.21949468802466876,0.000214526433674628,0.0,-4.6103591312690003e-20,3.643611863075977e-23,4.1618587902546636e-21,-3.300242135057536e-20,2.937129367762182e-23,8.323519424893119e-21,-3.5166926044024387e-20,3.437092394088397e-23
1273.8693467336684,14.0,6.62421302324137,7.509910103624953,0.0,-0.28969873641083443,0.00022741636507201597,0.02638496767757329,-0.20755234919505464,0.0001836431008191438,0.05216434593100207,-0.2213280448318033,0.00021469422391241918,0.0,-4.6414854637676393e-20,3.643611863075977e-23,4.227337870185317e-21,-3.3253552421212524e-20,2.9422868512773843e-23,8.357649617854448e-21,-3.546066218784197e-20,3.43978069007242e-23
1282.4120603015076,14.0,6.634909880145738,7.5337685981470335,0.0,-0.2916414892782838,0.00022741636507201597,0.026793847942498613,-0.2091225274578381,0.00018396300432863246,0.05237482953241879,-0.22316282169086005,0.00021485890514667903,0.0,-4.6726117962662783e-20,3.643611863075977e-23,4.292847710842025e-21,-3.350512271359716e-20,2.9474122705577575e-23,8.391372808657453e-21,-3.575462584906043e-20,3.4424191743283147e-23
1290.9547738693468,14.0,6.6456448378345225,7.557480317255596,0.0,-0.2935842421457332,0.00022741636507201597,0.027202861273063983,-0.2106954299474627,0.00018428088732146675,0.052582813036837255,-0.2249989923537685,0.00021502054991331466,0.0,-4.7037381287649173e-20,3.643611863075977e-23,4.3583788709646604e-21,-3.3757129475240856e-20,2.952505317592409e-23,8.424695439761123e-21,-3.6048812822275254e-20,3.4450090090094345e-23
1299.497487437186,14.0,6.656416583313211,7.581046067697318,0.0,-0.29552699501318264,0.00022741636507201603,0.027611950217847514,-0.21227103932654856,0.00018459673209332875,0.052788335952206916,-0.22683653118362107,0.00021517922877041675,0.0,-4.734864461263557e-20,3.6436118630759776e-23,4.423922145820649e-21,-3.4009569928389115e-20,2.9575657087268924e-23,8.457623841036806e-21,-3.6343219000001003e-20,3.447551324581022e-23
1308.040201005025,14.0,6.667223823947463,7.604466666708749,0.0,-0.29746974788063196,0.000227416365072016,0.028021058785255785,-0.213849338112779,0.00018491052240764093,0.05299143709349798,-0.22867541313803108,0.00021533501035756546,0.0,-4.7659907937621953e-20,3.6436118630759776e-23,4.489468564567724e-21,-3.426244127206602e-20,2.962593183822557e-23,8.490164231328334e-21,-3.6637840370005e-20,3.4500472207703934e-23
1316.5829145728642,14.0,6.678065287401635,7.627742941164314,0.0,-0.29941250074808134,0.000227416365072016,0.028430132426322807,-0.21543030869121924,0.00018522224344423997,0.05319215459258558,-0.23051561375299134,0.0002154879614533199,0.0,-4.797117126260834e-20,3.6436118630759776e-23,4.555009387498012e-21,-3.451574068404786e-20,2.9675875054342097e-23,8.522322720035641e-21,-3.6932673012721173e-20,3.452497767488018e-23
1325.1256281407034,14.0,6.688939721563138,7.650875726763926,0.0,-0.3013552536155307,0.000227416365072016,0.028839118016838552,-0.21701393332620084,0.00018553188174920304,0.0533905259082523,-0.23235710912721408,0.000215638147030936,0.0,-4.828243458759473e-20,3.6436118630759776e-23,4.6205361031747145e-21,-3.476946532276729e-20,2.972548458006241e-23,8.554105308717345e-21,-3.722771309874105e-20,3.454904005720221e-23
1333.6683417085426,14.0,6.699845894453579,7.673865867258549,0.0,-0.3032980064829801,0.000227416365072016,0.029247963838873313,-0.21860019417278334,0.0001858394251858315,0.05358658783628245,-0.23419987590694158,0.0002157856303123647,0.0,-4.859369791258112e-20,3.6436118630759776e-23,4.686040425471976e-21,-3.502361232914964e-20,2.977475847087303e-23,8.585517892708035e-21,-3.7522956886380133e-20,3.457266948394328e-23
1342.2110552763818,14.0,6.710782594127608,7.696714213712033,0.0,-0.30524075935042944,0.00022741636507201597,0.029656619561761015,-0.22018907328780143,0.00018614486288679496,0.05378037651962496,-0.23604389127120912,0.00021593047282057653,0.0,-4.89049612375675e-20,3.643611863075977e-23,4.751514290528081e-21,-3.52781788283829e-20,2.9823694985635665e-23,8.616566262746534e-21,-3.781840071931678e-20,3.4595875812169977e-23
1350.753768844221,14.0,6.7217486285603005,7.71942162379769,0.0,-0.3071835122178788,0.00022741636507201597,0.030065036222601014,-0.22178055264050872,0.0001864481852074362,0.0539719274586023,-0.23788913291754957,0.00021607273443026128,0.0,-4.921622456255389e-20,3.643611863075977e-23,4.816949853621497e-21,-3.553316193162301e-20,2.987229257910587e-23,8.64725610661156e-21,-3.811404102430181e-20,3.461866863486519e-23
1359.2964824120602,14.0,6.732742825523916,7.741988961128074,0.0,-0.3091262650853282,0.00022741636507201597,0.030473166206334494,-0.22337461412282714,0.00018674938368023352,0.05416127552114563,-0.23973557904812284,0.00021621247341694797,0.0,-4.952748788754028e-20,3.643611863075977e-23,4.882339485978754e-21,-3.5788558737636e-20,2.9920549894637105e-23,8.677593010761569e-21,-3.8409874308936233e-20,3.4641057288798015e-23
1367.8391959798994,14.0,6.743764032454799,7.764417094616578,0.0,-0.3110690179527776,0.00022741636507201594,0.030880963225449237,-0.22497123955921258,0.0001870484509704177,0.054348454953038305,-0.2415832083562594,0.00021634974650459312,0.0,-4.983875121252667e-20,3.6436118630759764e-23,4.947675771522804e-21,-3.6044366334378683e-20,2.9968465757069784e-23,8.707582461975953e-21,-3.8705897159515235e-20,3.4663050862148223e-23
1376.3819095477386,14.0,6.754811116311166,7.786706897869426,0.0,-0.313011770820227,0.000227416365072016,0.03128838229936238,-0.2265704107161463,0.0001873453808327354,0.054533499388150684,-0.24343200001340368,0.00021648460891168062,0.0,-5.015001453751307e-20,3.6436118630759776e-23,5.0129515035697595e-21,-3.630058180051928e-20,3.001603916580401e-23,8.737229848994832e-21,-3.90021062389363e-20,3.4684658201892284e-23
1384.9246231155778,14.0,6.765882963422466,7.808859248606763,0.0,-0.3149545236876764,0.000227416365072016,0.03169537973352914,-0.22817210931126147,0.00018764016806935174,0.0547164418586515,-0.24528193365644463,0.00021661711439587857,0.0,-5.046127786249946e-20,3.6436118630759776e-23,5.0781596814817535e-21,-3.6557202206899694e-20,3.0063269288054824e-23,8.766540464155096e-21,-3.929849828466937e-20,3.4705887920958164e-23
1393.467336683417,14.0,6.776978479330998,7.830875028111612,0.0,-0.3168972765551258,0.000227416365072016,0.0321019130983216,-0.22977631702211543,0.000187932808488882,0.054897314805181785,-0.24713298937542244,0.00021674731529729624,0.0,-5.077254118748585e-20,3.6436118630759776e-23,5.14329350728294e-21,-3.6814224617940975e-20,3.0110155452288355e-23,8.795519505020451e-21,-3.9595070106787205e-20,3.4726748405155875e-23
